review,stars
"He probado varios productos de proteína. Quería probar éste, por el sabor. No sabe a conguito, ni a galleta, ni a chocolate. A mí me sabe más a natilla. Además, el contenido en grasas es muy superior al de otros productos que he probado (con mejor sabor también). Yo personalmente no repetiré este producto.",2
El olor a priori es parecido a los lacasitos pero el sabor no se me asemeja en nada y ni siquiera es un sabor a chocolate bueno.Para 37 euros un kilo es bastante caro y esperaba un sabor muchísimo más conseguido.,2
"Es como cualquier proteina de chocolate que no está muy buena, una lastima porque la de conguitos blanco es brutaaal",2
"Es un cortavientos y su función la cumple en entornos no muy exigentes. Es una prenda correcta sin que se la pueda llamar mala ni tampoco excelente.El problema son los bolsillos. Se echa de menos al menos un bolsillo interior, o si no puede ser interior que sea encima de los 2 que vienen. Pero es que los 2 bolsillos que vienen tienen una disposición que son auténticos matamóviles. Por hacer un gesto no excesivamente brusco de agacharme me ha roto un protector de pantalla de cristal templado. Es la forma de los bolsillos, ya tuve uno parecido de otra marca. Notas el teléfono que en cualquier movimiento se descuajeringa.En casi 2025 los diseños de las prendas de vestir tendrían que tener en cuenta los tamaños de móviles más usados",2
"La compré como chaqueta para regalar. Y resulta que es un chubasquero. No la devolví porque a quien se la regalé es un loco de la marca. El precio es bueno, pero no es una chaqueta.",2
"El chubasquero no está mal pero, quien piense comprarlo, que sepa que la cabeza la tendrá que llevar descubierta pues la capucha es tan grande que tapa toda la cara hasta la barbilla, y claro, no ves por donde vas."" Supongo que lo habrán hecho así para que cubra tambien el casco si vas en moto"", absurdo no?",2
"Es un chubasquero de toda la vida, no deja pasar al agua, contra el viento no ayuda mucho y contra el frio nada.He leido comentarios de la gente que ponia que con una camiseta un forro y esta chaqueta estaban bien a temperaturas entre 0 y -5...Pues yo con una camiseta un forro polar y esta chaqueta pase bastante frio y eso que estaba a 5 grados y no soy una persona friolera.Es como una chaqueta de chandal pero impermeable.",2
"No me lo puedo creer, la cámara de este dispositivo no tiene función macro y no se pueden tomar fotos de cerca. Cualquier móvil de 200€ tiene esta función y la verdad daba por hecho que un iPhone lo tendría. La mitad de las fotos que hago son con macro y ahora tengo que cambiar el teléfono porque la lente no enfoca a menos de un palmo. La decepción ha sido tremenda.",2
"Tiene el móvil 9 meses y ya tiene un 89 por ciento, tengo q cargar dos veces SIEMPRE. Nefasto para el precio q tiene",2
"Se calienta la parte de atrás mucho  , por lo demás un apple, bien",2
"La calidad de imagen presentaba un aspecto amarillento-sepia muy visible, comparado con otros 3 iphones al lado. No es lo que espero de un smartphone de esta talla. Así que lo devolví. Y desde entonces, Amazon me tiene retenido el dinero, casi 1 mes ha pasado desde el día 20/11 a 15/12, y todavía no me ha devuelto el importe pagado a la espera de que revisen el artículo. Muy descontento por el trato",2
Llevo probando 1 semana en iPhone 15 y estoy planeando devolverlo el teléfono se calienta mucho al cargarlo o al usar varias apps a la vez he instalado la nueva actualización pero no se ha solucionado el problema del sobre calentamiento,2
"La gestión y atención de amazon estupenda, respecto al movil muy decepcionante la calidad de este...",2
"El producto esta bien, pero la empresa de envío no cumple con los plazos de llegada, además no van a entregarlo y ponen como que an ido",2
"se calienta mucho en cada carga, da la sensación de que va a durar poco.",2
"Hola, hace un día recibí mi iPhone y al encenderlo descargar Apps, pasar fotos etc, he notado que en algún momento puntual o cuando está cargado se calienta en exceso. Le ocurre a alguien más ? No sé cómo gestionarlo. Un saludo",2
Pues eso. Es un buen móvil pero con el notch ese gigante y a ese precio hay opciones mucho mejores y más baratas,2
No está mal para jugar alguna partida con los amigos o familia. Por contra pensé que era más divertido.,2
"Deben que poner que son aptos para perros chiquitos y no para grandes, desperdicio de mi dinero y lo regale a los chihuahuas de mi vecino, lastima para mi perro",2
Las chuches muy buenas para el perro pero la caja vino rota y Amazon no me dejó devolverlo al ser producto de alimento,2
Normalmente estos son muy tiernos pero el ultimo lote fuera estock viejo. Todo pegada como una masa y duro. No estoy seguro si voy a comprar de nuevo. PD Compro lo del 4.8 KG y estos no fueron secos pero os van a desfrutar quitando la tapadera lol..... se rompre y tienes que poner todos en bolsas de plasticos para que no secan.,2
"Un poquito pasados srs de Arquivet ,les falta frescura ,se ven añejos.Los que compro en tienda están más frescos.Se los comen pero no me molan ,con las barritas me paso igual muy secas..",2
"Dejé de comprarlas porque, venían todas pegadas y la última vez vinieron con moho y supongo que eso es de tenerlo en un sitio inapropiado y ya no me fío.",2
La verdad es que son de los premios que menos le han gustado,2
"No es un chuche, al menos mi perro no lo detecta asi, soso..",2
"El producto me gusta y a mis perros también, pero no se debería permitir que un producto que se ingiere llegue en las condiciones que ha llegado, el bote abierto y todo desparramado",2
"Son semi sólidos, por lo que si los llevas en una riñonera o bolsita se pegan entre ellos, no digamos si hace calor. Una cochinada. Sólo sirven para usar en casa y aún así, usando pocos, le ha dado diarrea a mi perro",2
"Caja muy grande para un recipiente tan pequeño.Ha llegado la caja exterior abierta y rota ,el bote interior abierto se ha perdido producto.Todo derramado.",2
A mi perro no le han gustado...Cuando las bajo al parque..las come con los demás,2
"Los lentes funcionan muy bien, los videos y las imágenes tienen muy buen calidad, el audio y la música suena excelente. El único tema es que los lentes no eran nuevos, ya eran usados, el empaque venia cerrado solo con diurex y al emparejarlos con mi celular decía que ya estavan dados de alta en otra cuenta, ya no pude regresarlos porque tenía que pagar el envío de nuevo a otro país.",3
"Antes de nada, me gustaría decir que soy un auténtico fan de Nintendo desde que tenía 10 años, mientras que ahora tengo 42. Sin embargo, eso no me impide ser realista y ver las cosas como son, y este aparato tiene una calidad indigna para lo que cuesta.Esta Switch Lite OLED tiene un precio muy por encima de su valor como hardware. Aún así, si eres como yo, seguro que harás el esfuerzo por comprarla porque es la única manera (legal) de acceder a los juegos de Nintendo. Ya tenía el modelo Lite, mucho mejor construido, pero con una pantalla demasiado pequeña para mi gusto.En mi caso, además, debo decir que en esta versión de la Switch me resulta particularmente molesto que los joy-con no se quedan 100% fijos junto a la pantalla de la consola. Hay una pequeña holgura en ambos, muy molesta, y que me da una sensación de fragilidad terrible, por no hablar de que alguna vez esporádica incluso han hecho mal contacto, obligando a reiniciar la consola.Los botones tampoco son gran cosa: demasiado pequeños y con pinta de frágiles, sobre todo los traseros. Y la ergonomía es infernal. Parecen diseñados para que te gastes dinero en otros mejores (no me extrañaría nada en absoluto que ese fuera el planteamiento).Si a eso le sumamos la altísima probabilidad de sufrir el temible efecto joy-con drift (más del 80% de consolas Switch lo sufren en algún momento), obtenemos que la calidad de construcción de esta carísima consola es muy baja en relación al coste.Así que aviso claro: vas a tener que comprar mandos nuevos. Hazte a la idea ya desde el principio. Y cuestan una pasta. Eso sí, si dudas entre otras versiones de la consola, yo creo que esta es la mejor por todo lo que aporta la pantalla. Tu vista te lo agradecerá.",3
"La nueva versión de la consola de Nintendo es, sin ninguna duda, estéticamente superior a la versión anterior.La pantalla es sustancialmente más grande debido a que aprovecha esos bordes negros que la anterior Switch tenía. Los acabados son más bonitos, el botón de encendido, el tacto mate de la consola, los colores y el brillo de la nueva pantalla OLED... Se añade también un nuevo mecanismo para poner la consola en modo ""tabletop"" o sobremesa, más robusto y con mayor inclinación que la pestaña que incluía el anterior modelo. El Dock también ha cambiado, es más estético y además añade un puerto Ethernet para poder conectar la consola por cable a internet.Dicho esto, sin embargo, sigue siendo ""la misma consola"". No es una Switch 2, tiene la misma potencia y capacidades como el anterior modelo y, en modo TV, la diferencia no existe.No merece mucho la pena cambiar de modelo si tu anterior Switch funciona bien, sobre todo si juegas en modo TV, con la consola en el Dock.",3
"La misma switch de siempre, pero con una pantalla más grande, brillante, y colorida. El problema está, en que a mayor tamaño, con la misma resolución, más se ven los píxeles, bordes dentados, y otras imperfecciones, que en la antigua switch no se percibían. Creo que en menos de 2 años anunciaran una nueva consola Nintendo con mayor resolución. En definitiva, si no tienes Switch, es una buena compra; si ya la tienes, no vale la pena el cambio.",3
"No se ha podido cargar el contenido multimedia.
                



Tengo que pulsar fuerte la tecla de subir (⬆️)Para que funcione y ni aun así quiere funcionar fluidamente.De hay todo perfecto.",3
"Esperaba mucho más de la consola, se queda corta para mi gusto, sabia que no era una gran mejora pero no me esperaba tan poca mejora, hablando conectada a la tv",3
"Hola, he recibido hoy la consola y es versión Francesa, ¿le ha ocurrido a alguno más?",3
"Tengo la Switch prácticamente desde que salió, le hemos dado muuucha caña en casa los enanos y yo, muchas horas al Zelda, pokemon, animal, yoshi, Mario... y la verdad es que la consola ha dado el callo, lo único malo como todos sabemos son los Joy-con, y eso que nosotros hemos tenido suerte y solo se nos han roto 1 vez.Es una pena que con esta actualización Nintendo no haya reparado el mayor de sus problemas, que es precisamente el problema del drift con los joy-cons. Los Joy-cons que vienen con esta consola son los mismos que los de hace 4 años.Ahora bien, esta versión tiene sus mejoras respecto a la anterior:-La pantalla, mucho mejor, ahora es Oled, esto quiere decir que los colores son mas vivos y los negros mas negros, se nota mucho la diferencia. Y su tamaño ha aumentado hasta las 7 pulgadas, tenia miedo de que se notara en cuanto a la calidad de los juegos pero no, se ve genial.-Tiene mas capacidad, pasamos de unos míseros 16Gb a otros míseros 64Gb... aunque siempre tienes la opción de usar las Micro SD.-El dock tiene una mejora importante si te gusta jugar online, ahora tenemos puerto para cable de red, y podemos conectarla directamente al Router.-Y por ultimo la pata trasera se ha mejorado mucho, antes teníamos una patita bastante endeble y ahora tenemos una pata que va de un extremo al otro de la consola, y encima puedes colocarla a la inclinación que quieras.Dicho todo esto, yo por mi parte no la voy a cambiar, creo que no son suficientes razones para pasar de una Switch ""vieja"" a una nueva... aunque por la calidad de la pantalla de verdad que dan ganas... Ahora bien, para el que no tenga una Switch y quiera adquirir una creo que es la mejor opción, y seria un error comprar la anterior, sin duda esta es mejor.",3
No está mal pero no es una tortilla de patatas con cebolla.,3
Me gustó mucho su sabor pero tanto edulcorante me hizo mucho daño a nivel intestinal . No volveré a tomarla,3
"LA calidad del tejido es excelente, recuerda a los modelos antiguos que ya he tenido. Pero, a pesar de lo que dice la descripción, la capucha no se recoge en el cuello. Las tallas también son un problema. Siempre uso la M, pedí la S por los comentarios que había leído, pero aunque de cuerpo me queda bien, es muy muy larga de mangas y torso. Son tallas americanas que no están bien adaptadas al resto de mercados. Buena prenda, si, pero....",3
"Nada que decir sobre la calidad de la ropa de The North Face, únicamente ojo al tallaje. Yo recomiendo una talla menos de la habitual (en USA las tallas son más amplias de lo habitual.El pedido llegó con cuatro días de retraso sobre la fecha indicada, por lo demás todo bien",3
No queda claro el tipo de producto,3
La construcción de la chamarra es buena pero el material del que está hecha parece más de plástico que de tela. Esto hace que el producto sea caro cuando uno la compara con otras opciones en Amazon.Al final la devolví y busqué una que estuviese hecha de GoreTex o un material similar,3
"El único defecto que le veo es que la cremallera es un poco endeble, funciona al contrario que las que estamos acostumbrados y cuando la subes o bajas muerde la solapa constantemente. Por lo demás, es una buena prenda. En cuanto al precio, no vale los 100 euros que cuesta.",3
"No me gusta el cierre de las mangas con goma, prefiero velcro.Queda un poco ancho y corto.Ventaja que ocupa menos espacio que el de hoy-vent anterior",3
"Esperaba que el producto llevase algo de forro por dentro pero al final es un chubasquero, estaría bien que se especificase en la descripción del producto",3
Prenda algo grande de tallaje y con unos cuellos muy rigidos si no lo cierras entero. Por el precio no compensa.,3
"Elmovil posee poco uso,pero una notable marca en la pantalla, La publicación hablaba de cómo nuevo, pero según los estándares para mi no cumplió con lo indicado. Te ahorras 20 a 30€, pero t consigues con sorpresas desagradables.",3
"El artículo llegó en perfectas condiciones y muy rápido, pero si es verdad que llevo un día con él y he notado que se le va la batería bastante rápido para ser nuevo. Vengo de un iPhone 11 Pro Max y la verdad que con un 84% de salud de batería me duraba más que este siendo nuevo. Espero que con nuevas actualizaciones eso mejore, porque es una pena haberme gastando ese dineral para que la batería no funcione correctamente. Por lo demás todo perfecto.",3
Batería no aguanta el dia,3
"Está bien pero la batería no dura tanto  ... Siempre e tenido smartphone Motorola y la duración de la batería era mejor que está. He pedido la factura y tampoco me lo han enviado. El cargador tampoco viene con el teléfono , e tenido que comprarlo por separado . No es oro todo lo que reluce .",3
"Lo compré para que tuviese más rapidez y capacidad que el antiguo, pero me hace cosas muy raras. Cuando voy en coche con el manoslibres, de pronto salta y se pone ls radio sola. El whatsapp a menudo se queda con la pantalla en negro y tengo que apagar el movil y volver a encenderlo para que funcione… no sé…",3
No se si es un problema comun pero la pintura que está alrededor de la cámara se quita . Es movil funciona perfectamente.,3
Resulta que no funciona el punto de acceso personal ni tampoco el lector NFC. Prepárate par 20 días sin móvil (mínimo) Cierra sesiones y exporta app de nuevo. Y después otra vez! Un móvil tan nuevo y con tan poco uso y lo quieren reparar. Decepción total con Apple 🙁 No me devuelven el dinero.,3
"Se me calentaba mucho,yo le doy mucho trabajo,vivo de el",3
El teléfono genial pero el envío fatal! Tardo muchísimo,3
Me costó el 16 de 256gb 10€ menos que este 15 🤣🤣🤣🤣🤣🤣🤣,3
He estado con este movil casi 1 año y me parece que es demasiado caro para lo que ofrece. La camara es similar a la de otros moviles y la velocidad igual.,3
"El hardware está bien, pero el iOS ha quedado anticuado.Android lo ha adelantado por derecha e izquierda.Venia de Android13 en un S21 y lo que solia hacerse en 2 clics, en iOS es un poco más largooo…Necesitan mejorar la intuitividad. Tambien tiene menos posibilidades de configuracion, por ejemplo en bluetooth conectas o no conectas, Android te permite más para cada tipo de dispositivo.Incluso la edicion de las fotos (donde se supone iOS es muy superior) es muy basica, Android te permite bastante mas virguerias.Sinceramente he quedado decepcionado, no me lo esperaba.",3
Lo cogí para regalar. Ojo porque a veces viene en inglés. Es un juego sencillo. Sin más...,3
Entretenido,3
La verdad me ha decepcionado un poco para lo q había leído y oídoDe haberlo probado antes no creo q lo hubiese comprado,3
"Intentamos poner al pobre pato bien, es un regalito para regalarle a mi hija en su graduación.",3
"Ha llegado el pato  en un embalaje que no le correspondía, aplastado, con la cabeza hundida hacia atrás en el cuerpo y la cara deformada... no se si el pato ya estaba así o ha sido por el envío, pero vamos, parece que haya escapado del decorado de una película decadente de terror.",3
Para el precio que lo venden no es gran cosa,3
Tamaño un poco grande de los premios para dar asiduamente al perro en du adiestramiento. Bastante pegajosos y fuerte olor. El precio y la cantidad del producto son los motivos de su compra,3
"Hemos comprado en varias ocasiones el producto y de verdad es muy bueno, lo seguiremos comprando. Pero nos gustaría que tuvieran más cuidado al empacar o transportar el producto porque uno de los botes se abrió y todo estaba regado por la caja",3
Un producto normalito,3
"A mi nieto perruno le encantan, lo compre sin saber que los cereales no son buenos para ellos, le doy solo 1 par al dia, la pega es esa que lleva muchos cereales.",3
Al principio genial pero a la semana me las rechazaba y acabé dándoselas a sus compis de pipican que si les gusta. Creo que todo depende del gusto del perro lógicamente.,3
"He comprado éstos varias veces - más de 10 - y a mi perrito, le encantaban, pero en los últimos meses han cambiado. Son más grandes, menos tiernos y, lo peor, secos, como un polvo prensado. He esperado que era un fallo remoto, pero los últimos pedidos son incomestibles para mi anciano perro. Una lástima!",3
"Corazones de 3 diferentes sabores.A mi perrita le encantan cuando la entreno o la quiero premiar.(Al ser pequeña los divido en 4 y tengo más para darle sin sobrealimentarla)Serían perfectos de no ser porque cuando me llegaron, a la semana de haber desprecintado (en buenas condiciones denconservación) me percaté que los corazones desde la mitad del bote hasta abajo tenían una película blanca que iba creciendo. Imagino que algún tipo de moho. No sé si creció tras su apertura o ya vino así el bote.",3
Otras de la misma marca (huesitos blandos de salmón) tuvieron más éxito. Estas no le hacen gracia y no sirven como recompensa para entrenamiento. Creo que es la pasta blanca que rodea el corazón de las chuches. Mala suerte!!,3
Para mi perro es un poco fuerte pero tampoco le agrada comerlo la verdad no lo recomiendo mucho,3
Tienen un olor muy fuerte. A mi perra le encantan pero se come uno y se bebe medio tanque de agua de una sentada. Hay mejores opciones de esta misma marca.,3
El contenedor vino roto. Olía muchísimo al coger la caja de cartón porque las xuxes iban por toda la caja.,3
"Demasido pequeñas, para mis perrros",3
"Le gustan,pero son muy grasientos y en el bote se pegan.",3
"El producto es genial, ya hemos comprado anteriormente otras variedades. El problema es que el paquete venía abierto, sin la ""pestaña"" que suelen tener ciertos envases para asegurar que no se ha abierto.",3
"No les convence mucho,prefiero otros",3
"La caja de plástico del envase de las chuches vino roto. No me transmitió tranquilidad, pero al ver que las chuches no estaban duras, las he usado. Al menos a mis perros les gusta y no les sienta mal.",3
Creo que a mi perro le gustan pero le provocan diarrea. No lo recomiendo para perros sensibles o con intolerancias,3
No son tan pequeños como parece,3
"De tamaño bien, no parece que estén manidos y a mi perra me gustan... Pero llegaron abiertos!!",3
"Buena cálida de video pero están muy pesados y cerrados calan en los lados pq están muy apretados, pero aceptables",4
"Esta reseña la voy a dividir en dos partes. En la primera te voy a contar lo bueno y lo malo de esta consola a modo de reseña corta. En la segunda parte, que me extenderé más, te contaré más cosas sobre la consola y te daré consejos sobre qué modelo elegir de Nintendo Switch según desde la situación de la que partas:--PRIMERA PARTE: LO BUENO Y LO MALOLO BUENO:+++La pantalla se ve mejor que la versión anterior de la Nintendo Switch y es más grande.+++A pesar de ser más grande la pantalla, el tamaño de la consola apenas varía, por lo que te valdrán las fundas que tengas de los anteriores modelos.+++Doble capacidad de almacenamiento que en su predecesora. Ahora tenemos 64GB, mientras que antes teníamos 32GB.+++Mejoras en el dock. Ahora tiene conexión por RJ45 por si donde lo pones va mal el WiFi.+++Pata de sujeción de la consola. Más estable y regulable que permite más ángulos a la hora de jugar.+++Mejor sonido que su predecesora.+++Posibilidad de juego en el televisor o en modo portátil.+++Como es lógico, en el modo consola portátil mejora la experiencia de usuario respecto a sus predecesoras.LO MENOS BUENO:---Las únicas mejoras importantes en el hardware son la pantalla y el sonido. La potencia de la máquina es la misma, es decir, el microprocesador y la RAM es la misma que el modelo de hace 4 años.---Aunque la pantalla sea mejor, la resolución sigue siendo la misma 720p, muy lejos del 4K y 8K que tienen sus competidoras.---La tecnología Oled de la pantalla hace previsible que aparezcan efectos de quemado en las pantallas por mantener imágenes fijas mucho tiempo. Aun no le ha pasado a nadie, pero seguro que en los próximos meses aparecen casos. Recomendación, no pongas el brillo al máximo, déjalo en automático.---Con 64GB de almacenamiento, aun se queda corto y hace imprescindible el uso de una tarjeta microSD. Deberían haber subido al menos a 128GB.---Aunque han mejorado los joy-con, Nintendo reconoce que no ha solucionado el problema del drift del todo. La durabilidad de los Joy-con hasta ahora, es de risa para el precio que tiene la consola. Ya veremos en este modelo con el tiempo, pero todo hace pensar que será más de lo mismo.-- SEGUNDA PARTE: SI NO TE IMPORTA LEER MÁS.Voy a pasar de contarte las características que hay en el anuncio o en la web de Nintendo y voy a pasar a compartir contigo la experiencia de uso y mis primeras impresiones después de estarla usando durante un tiempo. Comentar en primer lugar, que es un regalo para mi hijo, y que antes de comprar este modelo que salía nuevo u otro anterior, me estuve informando de lo que ganabas con uno y lo que ganabas con otro. Así que te voy a compartir contigo lo que aprendí, así como lo que he observado con este modelo. La reseña la iré actualizando según vayan cambiando mis impresiones sobre la misma.SI NO SABES NADA DE LA NINTENDO SWITCH LEE ESTO (SI CONOCES LOS MODELOS VES AL SIGUIENTE APARTADO  QUE ESTÁ EN MAYÚSCULAS)Como ya te he dicho, la idea era regalarle la consola a mi hijo. Sabía lo que era una Nintendo Switch, pero desconocía los modelos que había. Así que te resumo un poco los que hay y sus ventajas e inconvenientes que me ayudaron a decidirme por la Oled. Por lo visto, a grandes rasgos, hay cuatro modelos de Nintendo Switch:---Nintendo Switch (2017): El primer modelo. Su principal desventaja es la batería, dura muy poco. Este modelo solo lo encontrarás de segunda mano. Así que como era para regalar, descartada.---Nintendo Switch (2019): Mejora a la anterior fundamentalmente en la batería y el microprocesador, aunque el modelo es el mismo. Lo demás es igual.---Nintendo Switch (2021): La mejora respecto a la de 2019 es en la pantalla, sonido y almacenamiento. En lo demás son prácticamente iguales.---Nintendo Switch Lite: Desconozco si de este modelo hay varias versiones. Supongo que la habrá, pero solo se puede jugar en modo portátil, es decir, no permite jugar en el televisor. Así que la descarté directamente y no investigué más.ESTE ES EL SIGUIENTE APARTADO. NINTENDO SWITCH OLEDEmpezaré con la siguiente pregunta:¿POR QUÉ ELEGÍ LA NINTENDO SWITCH OLED Y NO LA VERSIÓN DEL 2019?A ver, creo que la respuesta a esta pregunta depende de dónde partas y de tu modo de juego. Si no tienes la Nintendo Switch, creo que son muy interesantes las tres mejoras que te he dicho antes que tiene sobre la versión del 2019 por apenas 50 euros. En ese caso, te recomiendo la Nintendo Switch Oled sin dudarlo. No es dinero la diferencia. A no ser, que solo pienses jugar con la consola en la tele. En ese caso, la mejor opción es el modelo del 2019, ya que te saldrá más barato y los resultados son los mismos. Pero, si ya tienes una Nintendo Switch del 2019, la decisión es más difícil, y dependerá de tu forma de juego. Si juegas sobre todo en el televisor, no merece la pena el cambio, ya que el hardware es igual y no vas a notar mejora. En cambio, si tu forma de juego sobre todo es en modo portátil, entonces la experiencia de juego cambia radicalmente a mejor. En ese caso, miraría a vender la antigua y sopesar si la diferencia de precio me compensa.NINTENDO SWITCH OLED:Una vez decidido el modelo, vamos con las impresiones:--Embalaje: Packing, packaging, unboxing o como quieras llamarlo. Como era de esperar, presentación muy cuidada.  Han cambiado el formato. En modelos anteriores la caja era horizontal, y ahora vertical. El contenido de la caja es: consola, dock, dos joy-con, grip, protectores para los rieles de los joy-con, cargador y cable HDMI. Recomendación, una vez que instales todo, no tires la caja. Guárdala junto a la factura. Si hay problemas o dentro de un tiempo quieres venderla, te resultará útil.--Tamaño: Es un par de milímetros y unos gramos más pesada que el modelo anterior. De todos modos, estas medidas son despreciables, ya que son mínimas. Yo he comprado una funda del modelo anterior, y entra perfectamente. Eso sí, la consola es portátil, pero lo que se dice portable, para eso prefiero modelos que entren en el bolsillo. Esta consola es más para llevarla en la mochila que en un bolsillo. Tenlo en cuenta.--Dock: Puedes usar con la Oled el dock del modelo del 2019, aunque habrá un poco de juego. Pero si lo quieres para una segunda vivienda, te puede hacer el apaño. El dock de la oled, tiene principalmente tres novedades. La primera, es que tenemos un puerto ethernet o rj45 para poder conectar por cable. El modelo anterior no lo tenía. El segundo, es la puerta de acceso a las conexiones. En este modelo se puede retirar completamente y en el anterior no. Además, cuenta con una acanaladura para extraer los cables y mejorar la ventilación. La tercera novedad, son los carriles del hueco que tiene el dock para colocar la consola. En este modelo los han mejorado. En el anterior si no tenías cuidado marcaba la pantalla. En este parece que lo han arreglado, pero por si acaso yo le pondría un cristal templado no sea que se te arañe y le compraría un switch dock cover.--Pantalla: Como ya he comentado antes, más grande que el modelo anterior, pero conservando el tamaño de la consola. ¿Cómo se hace eso? Reduciendo marcos. La del 2019 era de 6,2 pulgadas, la nueva es de 7. Parece poco, pero se nota. Sobre todo, cuando hay textos pequeños en los juegos. A parte, de que la tecnología de la pantalla ha pasado de lcd a oled, mejorando por tanto el contraste y los colores. Como he dicho en el anterior apartado, te recomiendo poner un cristal templado. PERO OJO CON ESTO. La consola de fábrica trae un protector ya puesto, que Nintendo indica que no retires. El cristal templado hay que ponerlo encima de este protector.--Batería: Como ya he dicho, Nintendo mejoró la batería del modelo 2017 con la salida del modelo del 2019. En este modelo de 2021 la batería es la misma, y la duración también. Entre 4 y 9 horas según el uso que le des, (volumen, brillo, etc…) En este apartado no hay mejoras.--Joy-Cons: Exactamente iguales que los de modelos anteriores, salvo si coges el modelo de color blanco que cambia por tanto los colores. Según Nintendo ha hecho mejoras en el hardware para evitar el drift. Pero son pequeñas mejoras. Nintendo reconoce que no lo ha solucionado. Para los que no tengáis ni idea de qué es el drift, es un defecto que ocurre con el tiempo, en el que el personaje que estéis controlando se sigue moviendo un tiempo a pesar de que vosotros ya hayáis parado. En otras palabras, el personaje se mueve sin que toquéis los mandos o si prefieres hay pulsaciones fantasmas. Por lo visto suele ocurrir más en los mandos izquierdos que en los derechos. Es pronto para saber si lo han arreglado, en cuanto aparezca el drift en la consola nueva, lo pondré por aquí y bajaré la nota global. Si no lo pongo es que mi unidad no ha llegado a hacerlo.--Sonido: Otra de las mejoras de este modelo. No te esperes una mejora espectacular, pero se nota que el sonido es más envolvente y ligeramente mejor.--Pequeñas mejoras en la carcasa: Han cambiado la posición de las rejillas de ventilación superiores e inferiores. Han cambiado la posición de la tarjeta microSD. Han cambiado los botones de volumen y encendido. Pero la gran mejora en la carcasa es la pata de apoyo. En el modelo anterior solo tenía dos posiciones (abierta/cerrada) y era estrecha, por lo que la consola quedaba inestable al estar escorada a un lado. En este modelo es regulable y abarca todo el cuerpo de la consola, por lo que la estabilidad y comodidad al poder colocarla en más ángulos mejora la experiencia de juego.--En el resto de aspectos, son exactamente iguales que modelos anteriores.--Me ha sorprendido gratamente el programa para móvil que tienen de control parental. Puedes limitar el tiempo de juego de la consola, saber qué programas ha usado, te alerta si ha instalado algún programa, etc…--Accesorios: Creo, que como mínimo deberás comprar un protector de cristal templado, una funda, una tarjeta microSD y al menos un juego. Aunque en la eShop hay algunos juegos gratuitos. Luego ya, según sean las necesitades sopesa si compras algún joy-con más para juegos multijugador, algún mando inalámbrico como el controller pro, etc….--¿Compro juegos físicos o digitales? Es difícil la respuesta, cada uno tiene sus ventajas. Yo he decidido comprar principalmente físicos, ya que cuando el niño no juegue con ellos, los podré vender y comprarle otros. En el caso de digitales, la ventaja es que son un poco más baratos, que siempre los tienes en la nube por lo que no puedes perderlos y que son más cómodos a la hora de jugar, ya que no tienes que sacar la tarjeta de un juego y meter la del otro. Pero por el contrario, cuando te aburras de ellos, no los podrás vender para recuperar el dinero invertido. Por lo que elegir uno u otro dependerá de las necesidades de cada uno.CONCLUSIONES¿Y qué nota le das? ¿Me lo recomiendas?Estas dos preguntas son las que todos nos hacemos cuando compramos cualquier dispositivo, y la respuesta es siempre la misma: DEPENDE DE PARA QUÉ LO USES Y CUÁLES SEAN TUS EXPECTATIVAS.Creo que el punto clave para elegir este modelo o el anterior es tu modo de juego y si ya dispones de una switch o no. Si no tienes switch, yo iría de cabeza a por la oled de este año, ya que la diferencia de precio es mínima. A no ser, que solo vayas a jugar en la tele, en cuyo caso, me iría a por el modelo del 2019 ahorrando unos eurillos.Si ya tienes una switch, solo cambiaría al modelo nuevo si juegas principalmente de modo portable y si tienes posibilidad de vender bien la tuya para que la inversión sea mínima.Sé que me he dejado muchas cosas en el tintero, pero creo que ya es bastante larga la reseña. Con ella, pretendo a ayudar a aquellas personas que no tengan ni idea de qué modelo elegir, que es lo que me ocurrió a mi al tener que comprar una para mi hijo para su cumpleaños. Con estas líneas, creo que tendrás una pequeña ayuda para ver cuál es la mejor opción según la situación de la que partas. Pero si quieres, que te lo resuma en una frase, creo que la mejor es la que he puesto en el título: Mejora al anterior modelo, pero no es una gran revolución que justifique el cambio. Nintendo podría haber dado un golpe en la mesa poniendo mayor resolución, arreglando el problema de los joy-con que lleva arrastrando 4 años y no han solucionado y poniendo una mayor batería, pero supongo que mejoras grandes las harán más adelante, seguramente en el 2023 a no ser que hagan un refrito (por eso de que sacan modelo nuevo cada dos años).  Bueno, no quiero aburrir más a nadie con mis divagaciones. Lo dicho, espero haberte aclarado alguna duda sobre la consola y que te haya sido de utilidad estas líneas.",4
